,Rank,Name,in 2021 ranking,in 2020 ranking,Country,Sector,Absolute Growth Rate %,Compound Annual Growth Rate (CAGR) %,Revenue 2020 (€),Revenue 2017 (€),Number of employees 2020,Number of employees 2017,Founding Year
0,1.0,Swappie,No,No,Finland,Technology,19152.82,477.43,97611814.0,507000.0,218.0,1,2016.0
1,2.0,Kilo Health,No,No,Lithuania,Health,16541.73,450.05,57318766.0,344428.0,177.0,10,2013.0
2,3.0,OCI,No,No,UK,Financial Services,13133.13,409.59,568322073.0,4325512.0,32.0,4,2012.0
3,4.0,OnlyFans,No,No,UK,Technology,11928.05,393.63,316732986.0,2652185.0,800.0,4,2016.0
4,5.0,Enpal,No,No,Germany,Energy,11441.27,386.88,56109613.0,486165.0,365.0,9,2017.0
5,6.0,MR Consulting,No,No,Germany,Waste management & recycling,8624.23,343.52,13165586.0,150908.0,9.0,2,2017.0
6,7.0,Thriva,No,No,UK,Health,7396.77,321.66,18732563.0,251668.0,57.0,12,2015.0
7,8.0,Exotec,No,No,France,Industrial Goods,6635.11,306.86,47597000.0,706700.0,200.0,15,2015.0
8,9.0,Winelivery,No,No,Italy,Ecommerce,6480.53,303.73,7337290.0,111500.0,10.0,1,2015.0
9,10.0,Instabox,No,No,Sweden,Technology,6287.13,299.73,24484879.0,392055.0,117.0,5,2015.0
10,11.0,Waterdrop,No,No,Austria,Food & Beverage,5957.94,292.74,41205930.0,680197.0,180.0,12,2016.0
11,12.0,One Lease,No,No,France,Support Services,5790.52,289.09,9015211.0,153046.0,11.0,2,2016.0
12,13.0,Datlas*,No,No,Italy,Technology,5713.76,287.39,9034926.0,155406.0,251.0,13,2017.0
13,14.0,Zego,No,No,UK,Fintech,5242.6,276.63,12158046.0,229201.0,224.0,36,2016.0
14,15.0,HCL-Logistics,No,No,Germany,Transport,4682.15,262.97,11387156.0,238118.0,24.0,5,2017.0
15,16.0,Popsa,No,No,UK,Technology,4649.68,262.15,21455864.0,454975.0,34.0,4,2016.0
16,17.0,Unit8,No,No,Switzerland,Technology,4377.53,255.1,7234981.0,149397.0,41.0,2,2017.0
17,18.0,Luoto Company,No,No,Finland,Technology,4303.97,253.14,14338668.0,325585.0,49.0,6,2016.0
18,19.0,Journi Print,No,No,Austria,Ecommerce,4165.75,249.41,6851839.0,160624.0,29.0,9,2014.0
19,20.0,Portify,No,No,France,Support Services,4118.6,248.11,11583215.0,274575.0,228.0,23,2017.0
20,21.0,Tibber,No,No,Norway,Energy,4104.02,247.71,30886935.0,782918.0,45.0,8,2015.0
21,22.0,Rascal Industry,No,No,Poland,Fashion,4029.49,245.65,9008822.0,238451.0,18.0,6,2013.0
22,23.0,Pegaso Security,No,No,Italy,Support Services,3943.64,243.23,8375180.0,207120.0,509.0,20,2017.0
23,24.0,Tide,No,No,UK,Fintech,3801.56,239.17,16136633.0,416562.0,581.0,72,2016.0
24,25.0,Euro Top Brand,No,No,Italy,Retail,3726.04,236.96,13888900.0,363010.0,1.0,1,2017.0
25,26.0,Bold Security Group,No,No,UK,Support Services,3356.6,225.75,6238378.0,181772.0,26.0,6,2011.0
26,27.0,Play Magnus Group,No,No,Norway,Games industry,2967.63,213.04,6461790.0,214673.0,140.0,10,2013.0
27,28.0,Blue Whale Growth Fund,No,No,UK,Financial Services,2957.41,212.69,5189391.0,170950.0,7.0,1,2016.0
28,29.0,Kazidomi,No,No,Belgium,Ecommerce,2950.29,212.45,8042499.0,263663.0,65.0,3,2016.0
29,30.0,Sun Finance,Yes,No,Latvia,Fintech,2899.26,210.7,121306296.0,4044537.0,800.0,90,2012.0
30,31.0,Credimi,No,No,Italy,Financial Services,2859.83,209.33,11301520.0,381830.0,56.0,21,2015.0
31,32.0,SIRPLUS,No,No,Germany,Retail,2828.22,208.23,4540000.0,155043.0,133.0,8,2017.0
32,33.0,AIHR | Academy to Innovate HR,No,No,The Netherlands,Education,2752.08,205.53,3584553.0,125682.0,31.0,6,2016.0
33,34.0,Logistics Capital Partners (LCP),No,No,Luxembourg,Property,2744.13,205.25,210563743.0,7403458.0,27.0,9,2015.0
34,35.0,Südwest Invest,No,No,Germany,Property,2660.84,202.24,5820402.0,210820.0,10.0,2,2017.0
35,36.0,CORADE (Plurimmo),No,No,France,Property,2646.07,201.7,56018731.0,2039961.0,7.0,7,2000.0
36,37.0,Carranco,No,No,Spain,Food & Beverage,2589.1,199.6,4176440.0,155310.0,5.0,4,2006.0
37,38.0,Telemedi,No,No,Poland,Health,2572.52,198.98,4452513.0,182100.0,50.0,10,2014.0
38,39.0,Inkitt,No,No,Germany,Technology,2480.16,195.49,5926970.0,229713.0,56.0,22,2014.0
39,40.0,H.K.Trading,No,No,Italy,Retail,2438.64,193.9,5721590.0,225380.0,2.0,1,2016.0
40,41.0,Attest,No,No,UK,Technology,2424.14,193.34,4864178.0,194090.0,124.0,16,2015.0
41,42.0,LGM IMMOBILIER,No,No,France,Property,2416.78,193.05,2549778.0,101311.0,11.0,na,2016.0
42,43.0,Wolfram Chain*,No,No,The Netherlands,Management Consulting,2314.21,189.02,2431371.0,100711.0,29.0,7,2017.0
43,44.0,RightNow,No,No,Germany,Technology,2256.98,186.72,8951132.0,379771.0,38.0,3,2017.0
44,45.0,EO Charging,Yes,No,UK,Technology,2182.0,183.64,17158962.0,757323.0,63.0,7,2014.0
45,46.0,CheTariffa.it,No,No,Italy,Support Services,2164.85,182.93,2495860.0,110200.0,9.0,2,2013.0
46,47.0,Simply,No,No,UK,Financial Services,2131.19,181.52,16483836.0,744092.0,90.0,26,2017.0
47,48.0,Salary Finance,No,No,UK,Fintech,2130.67,181.5,8593220.0,387995.0,187.0,24,2015.0
48,49.0,DBT,No,No,Sweden,Fintech,2090.34,179.79,3837994.0,179204.0,10.0,2,2017.0
49,50.0,Tutlo,No,No,Poland,Education,2087.98,179.69,7778203.0,388565.0,140.0,15,2016.0
50,51.0,Ponera,No,No,France,Ecommerce,2082.38,179.45,25901607.0,1186853.0,27.0,4,2013.0
51,52.0,Active Energy Solutions,No,No,Greece,Energy,1979.82,175.01,13312033.0,640056.0,2.0,0,2014.0
52,53.0,ACTEAM ENR,No,No,France,Energy,1966.73,174.43,2133691.0,103240.0,8.0,2,2012.0
53,54.0,Everflow,Yes,No,UK,Technology,1928.53,172.73,64223085.0,3188715.0,70.0,8,2015.0
54,55.0,Azure Prism,No,No,UK,Retail,1909.48,171.87,4752777.0,238216.0,1.0,1,2016.0
55,56.0,WR Logistics,No,No,Germany,Transport,1892.58,171.11,11662200.0,585280.0,7.0,2,2017.0
56,57.0,iProov,No,No,UK,Technology,1889.07,170.95,7435887.0,376519.0,61.0,14,2011.0
57,58.0,Spin Up,No,No,Italy,Advertising,1865.84,169.89,4009330.0,203950.0,5.0,1,2017.0
58,59.0,BeGreat,No,No,Germany,Retail,1803.65,167.01,5141555.0,270090.0,16.0,4,2012.0
59,60.0,Tsunami Nutrition*,No,No,Italy,Ecommerce,1782.11,166.0,6945000.0,369000.0,17.0,2,2017.0
60,61.0,Matt Sleeps,No,No,The Netherlands,Interiors,1729.53,163.5,9789240.0,535070.0,6.0,2,2016.0
61,62.0,Tessian,No,No,UK,Technology,1702.7,162.21,15365580.0,858482.0,138.0,28,2013.0
62,63.0,Solarisbank,No,No,Germany,Financial Services,1690.63,161.62,35938000.0,2007000.0,369.0,98,2016.0
63,64.0,M2DG (MyFlexoffice),No,No,France,Support Services,1666.64,160.45,6630617.0,375323.0,21.0,2,2016.0
64,65.0,Eukon,No,No,Italy,Health,1664.65,160.35,6393680.0,362320.0,11.0,2,2004.0
65,66.0,Evolution Adv,No,No,Italy,Advertising,1659.07,160.07,14175780.0,805870.0,13.0,3,2016.0
66,67.0,Making Science,Yes,Yes,Spain,Technology,1644.0,159.33,57670541.0,3306795.0,274.0,47,2001.0
67,68.0,Everli,Yes,Yes,Italy,Ecommerce,1637.55,159.01,109248030.0,6287460.0,207.0,45,2014.0
68,69.0,AppFollow,No,No,Finland,Technology,1624.69,158.37,2210636.0,128176.0,73.0,12,2014.0
69,70.0,Synerise,No,No,Poland,Technology,1613.7,157.82,3999023.0,255062.0,190.0,40,2013.0
70,71.0,ChaiKola,No,No,Poland,Food & Beverage,1604.74,157.37,5158786.0,330763.0,8.0,4,2010.0
71,72.0,Scolution,No,No,Germany,Technology,1598.31,157.04,1825546.0,107492.0,12.0,4,2015.0
72,73.0,JL&P,No,No,France,Energy,1586.9,156.47,2212606.0,131164.0,15.0,3,2017.0
73,74.0,eFarma.com,No,No,Italy,Pharmaceuticals,1579.82,156.11,20150800.0,1199580.0,50.0,8,2017.0
74,75.0,Elvie,Yes,Yes,UK,Technology,1561.33,155.16,40813930.0,2474341.0,138.0,22,2013.0
75,76.0,Farmarelax,No,No,Italy,Personal & Household Goods,1546.97,154.43,4459170.0,270750.0,5.0,1,2010.0
76,77.0,Omnisend,Yes,No,UK,Technology,1494.85,151.71,11761268.0,742746.0,99.0,20,2008.0
77,78.0,World Trade Group,No,No,Italy,Fashion,1459.11,149.82,4897950.0,314150.0,5.0,1,2017.0
78,79.0,BESTEAM Conseil,No,No,France,Technology,1453.83,149.54,3871782.0,249176.0,32.0,2,2016.0
79,80.0,Motorway,No,No,UK,Automobiles,1420.9,147.76,4838407.0,320411.0,96.0,5,2016.0
80,81.0,ISO Public Services,No,No,Germany,Technology,1389.24,146.03,10019903.0,672821.0,26.0,0,2014.0
81,82.0,Octopus Energy,Yes,No,UK,Energy,1368.58,144.89,2120071949.0,145398192.0,918.0,106,2015.0
82,83.0,CyberIAM*,No,No,UK,Cyber Security,1367.04,144.8,5639335.0,387161.0,82.0,8,2017.0
83,84.0,Cbweed*,No,No,Italy,Personal & Household Goods,1328.57,142.64,3500000.0,245000.0,17.0,2,2017.0
84,85.0,Catraport,No,No,Portugal,Automobiles,1306.55,141.39,7294549.0,518613.0,46.0,18,2015.0
85,86.0,OUIHELP,No,No,France,Support Services,1304.85,141.29,3686617.0,262421.0,106.0,13,2016.0
86,87.0,Inpay,Yes,No,Denmark,Fintech,1298.53,140.93,23803000.0,1702000.0,67.0,33,2013.0
87,88.0,M.G.I. Meccaniche Generali Irpine,No,No,Italy,Industrial Goods,1283.67,140.07,2610700.0,188680.0,10.0,4,2017.0
88,89.0,Glencar Construction,Yes,No,UK,Construction,1269.9,139.27,107860442.0,7930094.0,80.0,7,2016.0
89,90.0,Qmee,Yes,No,UK,Technology,1268.04,139.17,12571314.0,925527.0,23.0,9,2010.0
90,91.0,MyAppFree,No,No,Italy,Advertising,1264.72,138.97,5764870.0,422420.0,10.0,1,2015.0
91,92.0,Investa Dienstleistungen,No,No,Germany,Support Services,1262.58,138.85,2176136.0,159707.0,55.0,8,2014.0
92,93.0,Polarium Energy Solutions,Yes,No,Sweden,Batteries,1257.04,138.52,74065413.0,5581858.0,58.0,19,2014.0
93,94.0,Baroni Home,No,No,Italy,Ecommerce,1254.32,138.36,1531358.0,113072.0,5.0,4,2016.0
94,95.0,Dayshape,No,No,UK,Technology,1251.43,138.19,3320479.0,247465.0,45.0,6,2013.0
95,96.0,Marketers Company,No,No,Italy,Advertising,1249.94,138.11,1880460.0,139300.0,8.0,3,2016.0
96,97.0,Easo Magno,No,No,Spain,Beauty,1242.47,137.67,3061854.0,228076.0,5.0,2,2017.0
97,98.0,Greyfood,No,No,Germany,Retail,1241.42,137.6,9187050.0,684874.0,10.0,1,2016.0
98,99.0,Misfits Health,No,No,UK,Food & Beverage,1234.31,137.18,2266155.0,171057.0,9.0,3,2016.0
99,100.0,MeilleursBiens.com,No,No,France,Property,1225.7,136.67,3864176.0,291481.0,5.0,1,2010.0
100,101.0,Fasanara Capital,No,No,UK,Financial Services,1216.25,136.11,11527860.0,882099.0,36.0,5,2011.0
101,102.0,NtechLab,No,No,Cyprus,Technology,1214.76,136.02,8730000.0,664000.0,122.0,44,2015.0
102,103.0,Babylino Sensitive,No,No,Italy,Personal & Household Goods,1211.43,135.82,2851840.0,217460.0,5.0,2,2016.0
103,104.0,Fastned,Yes,No,The Netherlands,Technology,1198.37,135.03,6890000.0,530667.0,54.0,24,2012.0
104,105.0,Oxray,No,No,Portugal,Health,1179.02,133.86,5465756.0,427339.0,6.0,2,2009.0
105,106.0,ZEGA Invest,No,No,Germany,Property,1163.47,132.91,3785340.0,299598.0,4.0,3,2017.0
106,107.0,Abylon Consulting,No,No,Hungary,Technology,1156.25,132.47,1721315.0,159128.0,7.0,2,2016.0
107,108.0,Milrab,No,No,Norway,Ecommerce,1151.36,132.16,79302201.0,6753191.0,77.0,20,2005.0
108,109.0,Urbantz,No,No,Belgium,Technology,1150.62,132.12,3031099.0,242368.0,55.0,7,2015.0
109,110.0,Tricas Construction,No,No,UK,Construction,1148.16,131.97,15880745.0,1281462.0,32.0,6,2017.0
110,111.0,Florence One,No,No,Italy,Technology,1137.06,131.28,1629099.0,131691.0,10.0,6,2017.0
111,112.0,Ergotopia,No,No,Germany,Retail,1135.7,131.19,7664825.0,620283.0,35.0,8,2014.0
112,113.0,Mcule.com Kft.,Yes,No,Hungary,Chemicals & Pharmaceuticals,1133.1,131.03,2683264.0,252713.0,17.0,5,2011.0
113,114.0,Filo,No,No,Italy,Technology,1132.04,130.96,10049610.0,815690.0,18.0,9,2014.0
114,115.0,Homepal,No,No,Italy,Property,1131.09,130.9,1603990.0,130290.0,11.0,4,2014.0
115,116.0,Staffbase,No,No,Germany,Technology,1121.82,130.32,26894501.0,2201178.0,310.0,55,2014.0
116,117.0,ILON MATERIEL,No,No,France,Construction,1111.76,129.69,2512300.0,207327.0,4.0,2,2016.0
117,118.0,Bio-marine,No,No,Ireland,Personal & Household Goods,1110.84,129.63,1612837.0,133200.0,25.0,7,2014.0
118,119.0,ISODECO,No,No,France,Construction,1103.81,129.18,2906133.0,241411.0,18.0,2,2016.0
119,120.0,Treedom,No,No,Italy,Support Services,1097.84,128.81,6709720.0,560150.0,42.0,18,2010.0
120,121.0,Fenstermaxx24,No,No,Germany,Retail,1087.64,128.15,8466121.0,712855.0,20.0,3,2016.0
121,122.0,Pohl & Söhne Gerüstbau,No,No,Germany,Construction,1075.04,127.34,2124763.0,180824.0,31.0,7,2017.0
122,123.0,YSO CORP,No,No,France,Media,1073.57,127.25,6689503.0,570012.0,13.0,3,2013.0
123,124.0,Gyada Cosmetics,No,No,Italy,Beauty,1072.49,127.18,1830610.0,156130.0,10.0,2,2017.0
124,125.0,Privitar,Yes,No,UK,Technology,1068.59,126.93,9923965.0,855321.0,190.0,47,2014.0
125,126.0,Delineate,No,No,UK,Technology,1065.09,126.7,3332661.0,288095.0,25.0,1,2015.0
126,127.0,Spyrosoft,Yes,No,Poland,Technology,1061.67,126.48,24721755.0,2326082.0,563.0,75,2016.0
127,128.0,Bio Energy Solutions,No,No,Slovakia,Waste management & recycling,1057.21,126.19,16006537.0,1383205.0,37.0,6,2014.0
128,129.0,Increso,No,No,Italy,Management Consulting,1049.47,125.68,3230000.0,281000.0,51.0,2,2015.0
129,130.0,LSG - Logistic & Service Group,No,No,Italy,Transport,1041.38,125.15,8873180.0,777410.0,46.0,1,2016.0
130,131.0,Energihem,No,No,Sweden,Construction,1033.39,124.63,28004684.0,2527006.0,125.0,19,2015.0
131,132.0,Amity,No,No,UK,Technology,1019.79,123.72,5743440.0,522712.0,164.0,48,2012.0
132,133.0,Goyago,No,No,Germany,Retail,1005.08,122.74,3729920.0,337525.0,43.0,4,2014.0
133,134.0,LA REGIE DE PORTAGE SALARIAL,No,No,France,Support Services,1003.16,122.61,7638731.0,692440.0,140.0,23,2016.0
134,135.0,Dall Energy,Yes,Yes,Denmark,Energy,991.29,121.81,6013000.0,551000.0,15.0,5,2007.0
135,136.0,Appinio,No,No,Germany,Technology,988.35,121.61,3597000.0,330500.0,44.0,5,2014.0
136,137.0,Pinsami,No,No,Italy,Food & Beverage,975.16,120.71,4892000.0,455000.0,33.0,14,2015.0
137,138.0,AER TRADING,No,No,France,Retail,969.96,120.35,17575388.0,1643572.0,1.0,1,2013.0
138,139.0,VALUMEN,No,No,France,Support Services,968.54,120.26,2196424.0,205554.0,4.0,1,2014.0
139,140.0,Follow,No,No,France,Advertising,964.02,119.95,6844818.0,643299.0,14.0,4,2016.0
140,141.0,Darpdecade,No,No,Germany,Retail,954.24,119.27,6624660.0,628384.0,173.0,4,2016.0
141,142.0,Bolt,Yes,Yes,Estonia,Technology,949.32,118.93,221393889.0,21098843.0,1798.0,399,2013.0
142,143.0,Kiteworldshop.com,No,No,Italy,Ecommerce,941.48,118.38,1671984.0,160539.0,5.0,2,2014.0
143,144.0,Peter Kenkel,No,Yes,Germany,Retail,938.81,118.2,22137000.0,2131000.0,19.0,10,2006.0
144,145.0,Templafy,Yes,No,Denmark,Technology,937.64,118.11,15486451.0,1521010.0,292.0,32,2014.0
145,146.0,Comservice,No,No,Italy,Support Services,935.17,117.94,2016300.0,194780.0,99.0,17,2014.0
146,147.0,Falcor Presse,No,No,Italy,Industrial Goods,927.28,117.38,2996770.0,291720.0,5.0,1,2017.0
147,148.0,RoomRaccoon,No,No,The Netherlands,Technology,927.15,117.38,1715334.0,167000.0,40.0,8,2017.0
148,149.0,Signaturit,Yes,Yes,Spain,Technology,921.07,116.95,5639953.0,552355.0,95.0,37,2013.0
149,150.0,Modulr,No,No,UK,Fintech,914.74,116.5,12789098.0,1269382.0,191.0,31,2015.0
150,151.0,PROFISHOP,No,No,Germany,Ecommerce,909.37,116.11,43812068.0,4340517.0,63.0,17,2012.0
151,152.0,Floer,No,No,The Netherlands,Interiors,908.11,116.02,2520013.0,249975.0,15.0,2,2015.0
152,153.0,Audiosalus,No,No,Italy,Retail,904.15,115.74,1569480.0,156300.0,12.0,4,2011.0
153,154.0,StatsBomb,No,No,UK,Technology,897.81,115.29,2027170.0,204620.0,26.0,2,2016.0
154,155.0,Theras Biocare,Yes,No,Italy,Pharmaceuticals,888.84,114.64,26633230.0,2693390.0,8.0,2,2013.0
155,156.0,Stenn,No,No,UK,Fintech,886.94,114.5,29615571.0,3058141.0,61.0,32,2016.0
156,157.0,Nanushka,Yes,Yes,Hungary,Fashion,884.55,114.33,20825934.0,2456563.0,180.0,30,2012.0
157,158.0,DPM - Deutsches Personal Management,Yes,No,Germany,Support Services,882.56,114.18,2267760.0,230800.0,60.0,10,2016.0
158,159.0,Monese,No,No,UK,Fintech,880.0,114.0,18196451.0,1870109.0,243.0,84,2013.0
159,160.0,Arquimea,Yes,No,Spain,Technology,867.03,113.05,72044361.0,7450099.0,288.0,40,2005.0
160,161.0,Groupe PERSPECTIVE,No,No,France,Education,866.15,112.98,2709000.0,280390.0,18.0,4,2013.0
161,162.0,Funnel,Yes,No,Sweden,Technology,866.06,112.98,11499031.0,1217338.0,155.0,37,2014.0
162,163.0,Living Quarter,No,No,Germany,Health,847.68,111.62,5016731.0,529371.0,49.0,5,2015.0
163,164.0,Svea Solar,No,No,Sweden,Energy,842.47,111.23,66146911.0,7177912.0,287.0,38,2013.0
164,165.0,Bevcraft Group,No,No,Ireland,Food & Beverage,842.21,111.21,4046859.0,429505.0,16.0,6,2016.0
165,166.0,Learning Technologies Group,Yes,No,UK,Technology,834.19,110.61,19446429.0,2096570.0,932.0,767,2013.0
166,167.0,Cura Farma,No,No,Italy,Health,825.58,109.96,4436220.0,479290.0,9.0,2,2014.0
167,168.0,Kamado Bono,No,No,Lithuania,Personal & Household Goods,824.45,109.88,6801734.0,735758.0,7.0,2,2013.0
168,169.0,SIPADAN,No,No,Spain,Management Consulting,823.89,109.83,3457203.0,374200.0,47.0,3,2007.0
169,170.0,Dateio,No,No,Czech Republic,Fintech,812.34,108.95,4710733.0,530785.0,45.0,18,2013.0
170,171.0,CREST Investment,Yes,No,Germany,Property,811.16,108.86,4857817.0,533144.0,16.0,4,2016.0
171,172.0,Componenti Digitali,No,No,Italy,Retail,808.6,108.67,2805850.0,308810.0,19.0,2,2017.0
172,173.0,IMMO-KONZEPTE,No,No,Germany,Property,797.4,107.81,2269276.0,252871.0,6.0,3,2006.0
173,174.0,SwipBox,No,No,Denmark,Technology,792.08,107.4,9391760.0,1052796.0,41.0,3,2014.0
174,175.0,Nextory,No,No,Sweden,Media,790.71,107.29,26534087.0,3046667.0,85.0,9,2015.0
175,176.0,ITDS Polska,Yes,No,Poland,Technology,789.96,107.23,8609941.0,1057443.0,176.0,32,2016.0
176,177.0,Savait,No,No,Italy,Ecommerce,787.93,107.07,2108040.0,237410.0,5.0,4,2015.0
177,178.0,Adpone,Yes,No,Spain,Advertising,786.15,106.94,11124512.0,1255372.0,18.0,3,2015.0
178,179.0,Nord Security,No,No,Lithuania,Cyber Security,785.05,106.85,156623915.0,18035029.0,1000.0,350,2012.0
179,180.0,Mews,Yes,No,The Netherlands,Technology,784.47,106.81,22386000.0,2531000.0,226.0,25,2012.0
180,181.0,Titulae,No,No,Spain,Education,783.8,106.75,4870863.0,551128.0,35.0,9,2015.0
181,182.0,systeme.io,No,No,Ireland,Ecommerce,780.26,106.48,2407982.0,273552.0,40.0,5,2016.0
182,183.0,EODH SA,No,No,Greece,Aerospace & Defence,765.91,105.35,2597612.0,299988.0,30.0,20,2003.0
183,184.0,Multix solutions,Yes,No,Italy,Health,764.38,105.23,11586460.0,1340430.0,5.0,2,2015.0
184,185.0,B2DIGIT,No,No,France,Technology,763.88,105.19,1978128.0,228982.0,12.0,2,2016.0
185,186.0,A Million Ads,No,No,UK,Advertising,761.93,105.03,4882837.0,570564.0,47.0,5,2015.0
186,187.0,WoodWatch,Yes,No,The Netherlands,Retail,758.51,104.76,5590390.0,651170.0,25.0,5,2013.0
187,188.0,Fenêtres du Doubs,No,No,France,Construction,753.42,104.36,2238347.0,262280.0,12.0,3,2010.0
188,189.0,Koesea,No,No,Germany,Construction,750.0,104.08,3400000.0,400000.0,65.0,3,2016.0
189,190.0,Podium Advanced Technologies,Yes,Yes,Italy,Automobiles,744.97,103.68,18025740.0,2133310.0,38.0,14,2011.0
190,191.0,SPEGRA,No,No,Croatia,Construction,744.07,103.61,17059791.0,2025879.0,166.0,109,2010.0
191,192.0,GPAINNOVA,Yes,Yes,Spain,Industrial Goods,739.66,103.25,15245617.0,1815680.0,117.0,18,2013.0
192,193.0,Soluzione Tasse,No,No,Italy,Management Consulting,736.2,102.97,18939430.0,2264940.0,23.0,4,2016.0
193,194.0,Velocultour,No,No,Germany,Retail,731.33,102.58,2458500.0,295731.0,15.0,2,2016.0
194,195.0,butorpiac.hu,No,No,Hungary,Ecommerce,731.0,102.55,2184336.0,305268.0,7.0,2,2011.0
195,196.0,Success Solutions,No,No,Czech Republic,Technology,727.39,102.26,2633664.0,327218.0,44.0,8,2016.0
196,197.0,Bug Bite Thing Europe,No,No,Denmark,Health,722.29,101.84,1577878.0,191679.0,1.0,1,1989.0
197,198.0,Dexatel,Yes,Yes,Estonia,Technology,721.49,101.78,11087980.0,1349733.0,24.0,4,2015.0
198,199.0,Gemco,No,No,Italy,Construction,718.65,101.54,3941900.0,481510.0,6.0,1,2015.0
199,200.0,Lyonnaise de Construction et Renovation,No,No,France,Construction,717.46,101.44,6640842.0,812371.0,,,2015.0
200,201.0,Gousto,Yes,Yes,UK,Food & Beverage,713.62,101.13,210945370.0,26112757.0,702.0,204,2012.0
201,202.0,Winter in Venice,No,No,UK,Beauty,710.72,100.89,12682062.0,1575522.0,6.0,4,2010.0
202,203.0,Infratech Bau,Yes,Yes,Germany,Construction,710.04,100.83,60067088.0,7415334.0,72.0,18,2007.0
203,204.0,4Streets Building Innovation Tunnels Bridges Roads,No,No,Italy,Construction,708.86,100.74,6739630.0,833230.0,46.0,3,2016.0
204,205.0,Landbay,Yes,Yes,UK,Fintech,708.18,100.68,8980496.0,1119178.0,95.0,31,2013.0
205,206.0,Degoo,No,No,Sweden,Technology,708.03,100.67,1973775.0,249818.0,18.0,3,2012.0
206,207.0,Franco Fresco,Yes,Yes,Germany,Food & Beverage,707.67,100.64,50723858.0,6280267.0,320.0,52,2016.0
207,208.0,Lendable,No,No,UK,Fintech,707.63,100.63,40305193.0,5026349.0,84.0,25,2014.0
208,209.0,Ulrich Müller Wealth Academy,No,No,Germany,Education,698.59,99.88,3516744.0,440369.0,6.0,2,2014.0
209,210.0,cerascreen,Yes,Yes,Germany,Health,698.46,99.87,10499782.0,1315000.0,84.0,19,2012.0
210,211.0,Eqinov,Yes,No,France,Energy,696.48,99.71,70183744.0,8811708.0,43.0,24,2011.0
211,212.0,Serre Famiglia Pederiva Viticoltori dal 1958,No,No,Italy,Food & Beverage,695.08,99.59,9022020.0,1134730.0,12.0,7,1996.0
212,213.0,Bloom & Wild,No,No,UK,Ecommerce,693.19,99.43,155595726.0,19757296.0,170.0,68,2013.0
213,214.0,Bräutigam,No,No,Germany,Automobiles,693.15,99.43,6315124.0,796207.0,29.0,9,2016.0
214,215.0,Newil & Bau,Yes,No,Finland,Construction,693.05,99.42,19420672.0,2448858.0,7.0,1,2006.0
215,216.0,ID Finance,Yes,Yes,Spain,Fintech,687.67,98.97,103634000.0,13157000.0,411.0,271,2015.0
216,217.0,Kry,No,No,Sweden,Health,683.39,98.61,77764611.0,10152222.0,600.0,74,2014.0
217,218.0,Sixth Sense,Yes,No,Italy,Technology,682.63,98.54,3916570.0,500440.0,25.0,4,2015.0
218,219.0,Nethive,Yes,No,Italy,Cyber Security,681.63,98.46,3960770.0,506730.0,19.0,7,2014.0
219,220.0,Latitude Investment Management,No,No,UK,Financial Services,680.23,98.34,1750466.0,225964.0,8.0,3,2016.0
220,221.0,Qred,Yes,Yes,Sweden,Fintech,679.7,98.29,30414122.0,3989355.0,68.0,10,2015.0
221,222.0,oculavis,No,No,Germany,Technology,678.11,98.16,3924472.0,504357.0,55.0,15,2016.0
222,223.0,The Information Lab,No,No,Italy,Technology,675.86,97.97,4253110.0,548180.0,30.0,5,2015.0
223,224.0,MD Sonnenschutztechnik,No,No,Germany,Construction,675.34,97.92,4068621.0,524750.0,10.0,6,2015.0
224,225.0,Syntio,No,No,Croatia,Technology,673.74,97.79,2127532.0,274966.0,43.0,7,2017.0
225,226.0,Bomae,No,No,Denmark,Financial Services,673.44,97.76,1662487.0,214713.0,13.0,3,2016.0
226,227.0,Gophr,No,No,UK,Technology,665.31,97.07,5738336.0,755191.0,18.0,6,2014.0
227,228.0,Memory PC,Yes,No,Germany,Retail,662.76,96.85,57375000.0,7522000.0,110.0,20,2012.0
228,229.0,Sollis Solargroßhandel,No,No,Germany,Retail,661.92,96.77,11860100.0,1556607.0,6.0,2,2017.0
229,230.0,Spotawheel,Yes,No,Greece,Automobiles,660.16,96.62,15646588.0,2058315.0,123.0,37,2015.0
230,231.0,Ooni Pizza Ovens,Yes,Yes,UK,Personal & Household Goods,656.17,96.28,63879414.0,8508398.0,83.0,18,2012.0
231,232.0,Robovox Distributions,No,No,Germany,Retail,655.91,96.26,19427000.0,2570000.0,35.0,10,2015.0
232,233.0,CentralNic Group,No,No,UK,Technology,655.01,96.18,197260279.0,26626422.0,650.0,92,2000.0
233,234.0,Bernd Andert Transporte,No,No,Germany,Transport,651.57,95.88,4105262.0,546226.0,83.0,16,2003.0
234,235.0,Bluewater Bio,No,No,UK,Technology,651.07,95.84,20201424.0,2708983.0,18.0,16,2007.0
235,236.0,Tecma Solutions,Yes,Yes,Italy,Technology,650.65,95.8,7319870.0,975140.0,107.0,25,2012.0
236,237.0,Delante,Yes,No,Poland,Sales & Marketing,645.92,95.39,2160094.0,316525.0,48.0,21,2015.0
237,238.0,intumind,Yes,No,Germany,Health,641.45,95.0,6560962.0,884885.0,15.0,8,2015.0
238,239.0,Saljol,No,No,Germany,Health,640.72,94.93,4146403.0,559778.0,15.0,10,2016.0
239,240.0,TKD Solutions,No,No,Germany,Telecoms,639.39,94.82,15874245.0,2146950.0,20.0,9,2014.0
